id,artist_id,latitude,longitude,location,name,release,title,duration,tempo,year,hotttnesss,similar_artists_count,artist_terms_count,end_of_fade_in,start_of_fade_out,loudness,key,key_confidence,mode,mode_confidence,time_signature,time_signature_confidence,danceability,artist_familiarity,artist_hotttnesss,song_hotttnesss
6357,ARXG6L11187FB5695E,52.47859,-1.9086,Birmingham/ London. UK,SWAMI featuring Ishmael Morabe,EQUALIZE,Break,275.90485,93.225,2007,0,100,33,0.16,271.981,-3.285,5,0.748,0,0.856,3,1,0,0.679654239,0.380756416,0
6358,AREWQSE1187B9AEC6C,32.58507,-89.87374,Mississippi,The Jackson Southernaires,Hear Our Prayers O Lord,You've Got A Chance,318.17098,113.092,0,0,100,11,0.612,309.719,-7.163,11,0.498,1,0.467,4,0.927,0,0.323008991,0.31143764,0
6359,AR12F2S1187FB56EEF,0,0,Boston. MA,Aerosmith,Aerosmith - Universal Masters Collection,What It Takes,314.27873,70.876,1988,0,100,43,1.386,300.362,-4.82,5,0.4,1,0.371,4,0,0,0.872536599,0.611117503,0
6360,ARNEPDO121318C580C,0,0,,The Tamperer,Feel It 09,Feel In The House,333.42649,124.998,0,0,100,12,0,315.321,-4.902,11,0,0,0,4,1,0,0.45148172,0.320849335,0
6361,ARJIE2Y1187B994AB7,0,0,,Line Renaud,Collection Disques Pathé,Dis_ Oh Dis (Everybody Loves A Lover),171.17995,92.905,0,0,100,30,0.409,166.772,-14.512,1,0.655,1,0.354,4,0.552,0,0.470212296,0.320086927,0
6362,AR0KBXO1187B996460,41.58979,-93.61566,Des Moines. Iowa,Slipknot,9.0 Live,Everything Ends (Live version) (Album Version),303.59465,125.02,0,0,100,22,0,303.595,-3.176,2,0.075,1,0.357,4,0.22,0,0.928936926,0.598555412,0
6363,ARTM0RS1187B9A0BE6,0,0,,Super Cat,Don Dada,Oh It's You,229.66812,167.377,1992,0.547952942,100,19,0.098,219.852,-9.349,6,0.781,1,0.571,4,0.803,0,0.547035734,0.365686606,0.547952942
6364,AROOKC21187B9AE85C,-37.81753,144.96715,Melbourne. Australia,Missy Higgins,Steer & More,Breakdown [Live with Brett Dennen & Mason Jennings],185.57342,38.337,0,0.450762242,100,20,3.187,182.52,-14.313,7,0.688,1,0.612,4,0,0,0.77087265,0.496351409,0.450762242
6365,ARDAONS11F4C844929,0,0,,Ray Kane,Punahele,Nanea Kou Maka I Ka Le'ale'a,262.26893,104.67,0,0,100,9,0,250.108,-20.737,6,0.011,1,0.248,7,1,0,0.419945022,0.279842316,0
6366,ARHWVGW1187FB41479,0,0,,The Paul Butterfield Blues Band,In My Own Dreams,Last Hope's Gone (LP Version ),289.61914,86.278,0,0.58223429,100,46,0,279.626,-9.353,7,0.309,1,0.176,4,1,0,0.555904123,0.395478861,0.58223429
6367,AR1N6N61187FB4E25E,23.0833,-82.4167,Havana. Cuba [Jesus Maria],Mongo Santamaria Orchestra,Arriba!,Federico,203.25832,106.822,1995,0,100,31,0.267,200.417,-12.464,7,0.21,1,0.284,4,0,0,0.540037749,0.360053307,0
6368,ARD9THI1187B98EAD0,31.1689,-100.07715,Texas,Larissa,Oh wei-wei-Weihnachten,Das Geheimrezept,187.24526,100.929,0,0,100,29,0.413,184.192,-12.967,7,0.19,1,0.477,4,0.59,0,0.445926275,0.233819438,0
6369,ARU81FP1187B98C71E,35.6139,-88.8194,Jackson. TN,Big Maybelle,I've Got A Feelin' - Okeh & Savoy Recordings 1952-56,Tell Me Who,130.87302,173.071,1995,0,100,35,0.45,125.8,-5.723,5,0.392,1,0.431,4,0.153,0,0.510288293,0.337858764,0
6370,AR8BUVM1187FB4D94D,0,0,,Belle & Sebastian,Dear Catastrophe Waitress,Stay Loose,401.8673,86.505,2003,0,100,28,0.165,383.303,-7.916,0,0.508,0,0.521,1,1,0,0.744734767,0.565045659,0
6371,ARXPR8A1187FB4CC78,0,0,,Bruce Katz Band,Crescent Crawl,Just An Expression,209.05751,96.952,0,0,100,16,0.262,189.672,-17.216,0,0.675,0,0.424,5,0.262,0,0.329947707,0.2232475,0
6372,AR32JLC1187B9946AF,0,0,,X-Raided,The Unforgiven_ V.1: ...In The Beginning,Whatever It Took,210.70322,115.717,0,0.304169503,100,21,0.363,210.703,-3.103,6,0.119,0,0.212,5,0.713,0,0.624573379,0.43870167,0.304169503
6373,ARZ3E3Z1187FB43F7C,37.16793,-95.84502,United States,Daniel Kobialka,World On A String,Singing The Night,404.21832,101.073,0,0,100,23,0.253,391.488,-14.768,2,0.531,1,0.627,7,0.896,0,0.441060152,0.315278199,0
6374,ARLDVL71187B9AD7AC,0,0,,War Babies,War Babies,Cry Yourself To Sleep,285.83138,165.965,1991,0.445454525,100,13,0,269.172,-5.977,3,0.319,0,0.422,4,0.196,0,0.422413313,0.329220236,0.445454525
6375,AR1RNCJ1187FB3D227,30.2676,-97.74298,Austin. TX,Fastball,This Is Where I Belong: The Songs Of Ray Davies And The Kinks,No Return (Album Version),248.92036,131.964,0,0,100,34,0.264,235.52,-12.555,1,0.959,1,0.631,4,0.873,0,0.64780203,0.463264019,0
6376,ARYHTAK11F50C4A2FB,32.22155,-110.96975,Tucson. Arizona,Ray Sandoval,A La Naturaleza,Tempestad,415.99955,106.324,0,0,100,13,8.684,404.068,-17.621,4,0.353,0,0.461,4,0.775,0,0.294677922,0,0
6377,ARI2JSK1187FB496EF,51.50632,-0.12714,London. England,Nick Ingman,Bite Harder: The Music De Wolfe Studio Sampler_ Vol. 2,Down Home,179.43465,97.571,1973,0.319565987,100,31,0.149,171.381,-9.146,11,0.151,1,0.176,4,0.985,0,0.4074304,0.31853603,0.319565987
6378,ARR6LWJ1187FB44C8B,0,0,Athens. GA,R.E.M.,Murmur - Deluxe Edition,There She Goes Again,163.81342,138.703,1983,0,100,34,0,163.813,-5.775,9,0.271,1,0.261,1,0,0,0.730669502,0.623835201,0
6379,ARJUNZD1187B9A5DAE,34.07292,-118.39981,BEVERLY HILLS. California,Herb Alpert And The Tijuana Brass,South Of The Border,Adios_ Mi Corazon,163.94404,97.52,1964,0.466422912,100,38,0.142,153.681,-14.962,5,0.62,1,0.228,1,0.341,0,0.552416732,0.481369053,0.466422912
6380,AR84AQE1187B98AD9C,36.068,-90.9564,Walnut Ridge. AR,Washboard Sam,Washboard Sam Vol. 3 (1938),The Gal I Love,165.0673,99.006,0,0,100,18,0.392,158.97,-15.853,0,0.624,1,0.542,1,0,0,0.505784763,0.326750334,0
6381,ARVVSJC1187FB3A637,34.05349,-118.24532,California - LA,Rob Mullins,Jazz Straight Ahead,5 4 3 2 1,242.07628,146.306,0,0,100,29,0,236.263,-12.688,10,0.483,1,0.395,3,1,0,0.417936057,0.322467821,0
6382,ARCYQ1P1187FB3F3CA,0,0,,The Twinkle Brothers,Rasta Pon Top,Natty Dread Up Town,198.37342,94.303,0,0,100,20,0.206,188.563,-16.154,1,0.284,0,0.364,4,0.438,0,0.507009974,0.323017197,0
6383,ARD7U0O1187FB5531A,49.34463,2.40955,Neuilly-sous-Clermont (Oise),André Verchuren,Les Increvable N2,Aubade D'Oiseau,160.26077,210.858,0,0,100,15,0.392,156.056,-10.307,7,0.618,1,0.445,1,0,0,0.360729206,0.267124867,0
6384,ARBEOHF1187B9B044D,0,0,Bay City. MI,Madonna,Celebration,Into The Groove,285.09995,116.512,1985,0.783623854,100,26,0.366,263.663,-4.104,1,0,1,0,4,1,0,0.915823253,0.665576619,0.783623854
6385,ARSC6WR1187FB40B18,46.91008,-98.70853,Jamestown. ND,Peggy Lee,Blues Cross Country,St. Louis Blues (24-Bit Digitally Remastered 99),134.81751,139.301,0,0,100,26,0.351,129.277,-9.152,0,0.659,1,0.635,4,0.741,0,0.770813652,0.47726039,0
6386,ARTPVDV1187B9A61F1,0,0,,Johnny Keating & All Stars,Ultraviolet,Impromptu,177.26649,132.043,0,0,100,12,0,172.071,-25.556,5,0.055,1,0.322,4,0,0,0.39569381,0,0
6387,ARJ66JQ1187B99D2FF,0,0,,Wordsworth feat. Adanita Ross,Mirror Music,Don't Go (Produced by Frequency),237.13914,85.263,2004,0.323112121,100,30,0,232.856,-4.612,1,0,1,0.249,4,1,0,0.592238743,0.401734351,0.323112121
6388,AR1ZYLH1187B98C159,0,0,East Orange. NJ,Naughty By Nature,Icons,Family Tree,330.08281,93.502,2002,0,100,14,0.253,325.045,-3.831,11,0.108,0,0.386,4,1,0,0.679748141,0.458595403,0
6389,AR16NGV1187FB5B8BC,46.51959,6.63233,Lausanne. CH,Kruger,Zhivaya Stal`,Myasorubka,171.67628,137.926,0,0,100,39,0,164.13,-3.315,10,0.028,0,0.444,1,0,0,0.532845303,0.350512132,0
6390,ARTWNNQ1187B9A15BC,0,0,,Glen Ricks,Fall In Love,Think That Love Was In Your Heart,220.39465,163.937,0,0,100,10,0,215.15,-11.887,7,0.331,1,0.419,4,0.792,0,0.329803211,0.25656218,0
6391,ARFK4281187FB5C811,0,0,,Vox Dei,La Biblia,Profecias,456.69832,66.856,1971,0.443291312,100,41,0.41,439.014,-18.342,7,0.406,1,0.565,4,0,0,0.491059446,0.35438469,0.443291312
6392,ARDZQ5U1187B9ADEAE,37.8695,-122.2705,Berkeley. CA,John Fogerty,Eye Of The Zombie,Headlines,269.29587,130.461,1986,0.408110884,100,18,0.665,265.561,-5.074,10,0.541,1,0.63,4,0.511,0,0.733637825,0.526549035,0.408110884
6393,AR58SJE1187B9A8E4C,31.55379,-90.10785,Monticello. MS,J.B. Lenoir,The Very Best Of,The Mojo,176.37832,99.829,2001,0,100,25,0.391,168.803,-11.923,6,0.245,0,0.237,1,0,0,0.520553746,0.355974359,0
6394,ARBX0VO1187B98A412,0,0,,Zebra,Strictly The Best Vol. 23,Red,205.11302,90.07,1999,0.334706549,100,38,0.156,190.694,-8.189,11,0.491,1,0.62,4,1,0,0.575986601,0.406367593,0.334706549
6395,AR8WVQY1187FB3FA10,0,0,,J. Karjalainen & Mustat Lasit,Tunnussävel,Rytmikone,194.45506,89.625,0,0,100,20,4.708,179.31,-14.451,5,0.892,1,0.681,3,0.444,0,0.499157418,0.371449825,0
6396,AR2XRFQ1187FB417FE,0,0,,Julie Zenatti,Comme Vous,Dans Ces Villes,227.5522,105.931,2004,0.464923994,100,19,0.328,217.931,-3.737,9,0.487,0,0.514,4,1,0,0.626957723,0.434859589,0.464923994
6397,ARUHYH21187B98BA89,44.23153,-76.47933,Kingston. Ontario. Canada,The Tragically Hip,90s Rock Gold,Ahead By A Century,225.43628,84.373,1996,0.766174644,100,11,0.45,212.805,-7.372,7,0.094,1,0.418,5,0.822,0,0.758299704,0.493629438,0.766174644
6398,ARXPPEY1187FB51DF4,0,0,,Michael Jackson,The Motown Years 50,Girl You're So Together,188.99546,111.459,1984,0.506905064,100,29,0,180.227,-10.44,3,0.721,1,0.773,4,0.884,0,0.866519754,0.808502137,0.506905064
6399,ARHU9211187B9B7E0E,0,0,LA California,Fort Minor,The Rising Tied,Introduction (Album Version),43.38893,122.843,2005,0.702023635,100,11,2.438,43.389,-14.866,5,0.615,1,0.428,5,0.833,0,0.799689798,0.54441459,0.702023635
6400,AR5KOSW1187FB35FF4,49.80388,15.47491,Dubai UAE,Elena,Porelamordedios,Satan Kingsize,237.60934,116.075,0,0,100,40,2.31,228.31,-9.718,0,0.499,1,0.655,4,1,0,0.677420465,0.378254686,0
6401,ARH9GD41187FB37E0F,0,0,,Stephen Marley,Mind Control,Mind Control,270.05342,118.144,2005,0.544514002,100,36,0.161,258.276,-9.364,9,0.667,0,0.568,4,0.821,0,0.724813068,0.477178834,0.544514002
6402,ARYLWPW11F4C847221,0,0,Minneapolis MN,Ruby Isle,Night Shot - The Remixes,So Damn High (Will Eastman Club Edit),277.73342,128.004,0,0.651935721,100,14,0.351,267.627,-6.326,2,0.654,1,0.587,5,1,0,0.53528783,0.330297008,0.651935721
6403,ARI945I1187FB4CC22,0,0,,The King Sisters,Aloha,Hawaiian Wedding Song,195.89179,58.294,0,0,100,17,0.107,183.507,-27.863,5,0.478,1,0.517,1,0,0,0.416147176,0.287446753,0
6404,ARXZIHJ1187B9A4ED9,41.94508,-71.28109,Attleboro. MA,"Ray Conniff,Billy Butterfield",CONNIFF MEETS BUTTERFIELD               BILLY BUTTERFIELD and RAY CONNIFF,Time On My Hands (You In My Arms),175.15057,116.195,0,0,100,40,0,171.386,-13.526,8,0.494,1,0.453,4,0.293,0,0.555765,0.376514231,0
6405,ARTK5LU1187B9A654C,0,0,,Michael Gettel,Places In Time,River Run,452.25751,168.035,1992,0.262308997,100,33,16.736,430.66,-16.685,1,0.156,0,0.15,4,0.31,0,0.510660236,0.333770845,0.262308997
6406,ARVGPOM1187FB55737,39.95227,-75.16237,Philadelphia. PA,Billy Butler,Sugar Candy Lady,She's Got Me Singing [Bonus Track],180.32281,124.335,0,0,100,21,0,165.872,-12.872,4,0.137,0,0.215,4,0.703,0,0.518479125,0.26957132,0
6407,ARHUQUF1187FB382E6,-29.21545,26.83776,Thaba Nchu,T-Bone,The Last Street Preacha,Ride Wit Me,234.16118,96.007,2001,0.413739836,100,37,0.212,228.328,-6.135,1,0.553,1,0.436,4,1,0,0.675003401,0.497304911,0.413739836
6408,AR0O3AV1187FB4D030,40.71455,-74.00712,New York. NY,Agnostic Front,Dead Yuppies,Standing On My Own,105.84771,112.292,2001,0.610184713,100,15,0,101.715,-5.152,9,0.517,1,0.364,1,0,0,0.701441759,0.504307726,0.610184713
6409,AR0OQPL1187B9B549A,0,0,CATHEDRAL CITY. California,Kirk Franklin with tobyMac & Sonny (of P.O.D.),Hero,Let It Go,299.85914,153.819,0,0.536032112,100,13,0.2,294.011,-9.07,9,0.2,0,0.337,4,0.955,0,0.752058096,0.48637051,0.536032112
6410,ARXI7WU1187FB4D75E,17.57975,-3.99883,Mali. Africa,Tinariwen,Aman Iman: Water Is Life,Assouf,238.68036,160.887,2007,0.619662672,100,40,0.185,221.896,-7.386,9,0.151,1,0.418,4,0,0,0.64783484,0.472451772,0.619662672
6411,AR1ABAO1187FB531E1,42.33168,-83.04792,Detroit. MI,Alice Cooper,Zipper Catches Skin,Make That Money (Scrooge's Song) (Album Version),209.47546,92.685,1982,0.485122364,100,30,0.479,197.457,-10.998,4,0.776,1,0.636,4,0.572,0,0.838924311,0.607792751,0.485122364
6412,ARIN9J01187B98BCC0,0,0,,Ramses,Dans Ma Radio,Les Rats,214.41261,76.549,0,0,100,24,3.117,203.355,-7.711,5,0.685,0,0.628,3,0.603,0,0.59753764,0.241317032,0
6413,ARKWT6J1187B98ED50,0,0,,Móveis Coloniais de Acaju,Idem,Esquilo não samba,271.5424,150.529,2005,0.615218693,100,38,0.159,266.043,-5.344,2,0.354,0,0.47,3,0.679,0,0.624274356,0.418741085,0.615218693
6414,ARL7K851187B99ACD2,0,0,,Andy Andy,Tu Me Haces Falta,Vida,264.46322,90.035,0,0,100,9,0,253.115,-6.73,4,0.021,0,0.187,5,0.969,0,0.577508974,0.37948217,0
6415,ARMY5XE1187FB38AF3,0,0,,Novembre,Materia,Reason,313.3122,113.746,2006,0.579416472,100,36,0,299.009,-5.437,1,0.512,0,0.458,4,0,0,0.649602604,0.413070411,0.579416472
6416,ARXOFXG122989009DB,0,0,,Symbiosis Orchestra,Live Journeys,Live At Fabbricaeuropa_ Florence 1,297.35138,133.329,0,0,100,6,0.078,276.915,-10.174,6,0.674,0,0.525,5,0.565,0,0.399817335,0.268693968,0
6417,ARJ0FG21187B99F7C4,0,0,,Crazy Girl,Get Picked Up,Get Picked Up (Niyi Can't Mix Version 1),357.14567,91.967,0,0,100,28,0.061,350.279,-6.609,0,0.476,1,0.332,5,0.899,0,0.487066037,0.366389371,0
6418,AR4ZLZI1187B9B72D0,0,0,,Luciana Souza,The Poems of Elizabeth Bishop and Other Songs,Argument,198.89587,64.988,0,0,100,38,0.422,187.699,-26.455,4,0.504,0,0.628,3,0.91,0,0.619396933,0.360932335,0
6419,AR5ZI3K1187FB38BE0,42.31256,-71.08868,Boston. MA,Jim Kweskin_ The Jug Band,See Reverse Side For The Title,Viola Lee,236.79955,87.461,0,0,100,15,0.334,229.581,-9.444,7,0.718,1,0.634,1,0,0,0.348582598,0.290434188,0
6420,ARFTMGO1187B9A777A,43.64856,-79.38533,Toronto. Ontario. Canada,Percy Faith,The Sound Of Music,Do Re Mi,151.09179,127.853,0,0,100,46,0,144.73,-12.898,0,0.806,1,0.7,1,0,0,0.566796475,0.388112774,0
6421,ARQGYP71187FB44566,34.31109,-94.02978,Mineola. AR,Jimmy Wakely,1942-1952 Jimmy Wakely,Standing Outside of Heaven,139.04934,187.44,0,0,100,19,2.032,133.851,-15.251,5,0.534,1,0.553,3,1,0,0.39413854,0.291539727,0
6422,ARYBGMF1187FB4D82C,0,0,Los Angeles. CA,Berlin,Voyeur,Blink Of An Eye (Alternative),255.32036,104.04,2002,0.270775999,100,14,2.316,238.782,-4.521,11,0.741,1,0.628,4,1,0,0.651772659,0.524477184,0.270775999
6423,ARRVIZY1187FB41246,37.27188,-119.27023,Sacremento. CA,California Oranges,Imperial Hearts,Travel Writer,198.42567,128.005,0,0,100,16,0.247,185.719,-5.77,2,0.337,1,0.531,1,0,0,0.424202828,0.255410309,0
6424,ARCID1N1187FB51DA0,0,0,,Carlos Nuñez,Carlos Nunez En Concert,Camiño De Santiago,275.43465,143.969,2004,0.304169503,100,48,0,275.435,-11.019,0,0.584,1,0.73,4,0,0,0.535702528,0.384986117,0.304169503
6425,AREHMUC1187B98B91B,0,0,,Java,Java Sur Seine,Hawaï,361.1424,178.343,0,0,100,42,11.128,358.975,-11.619,5,0.422,1,0.35,7,0.587,0,0.625157654,0.359757244,0
6426,AR77MEJ1187B98F8CA,0,0,,Sleepy D,Sleepy F%#&in' D,Sleepy F%#&in' D,251.08853,192.068,0,0,100,4,0,251.089,-10.978,7,0.627,1,0.619,4,0.653,0,0.075124762,0,0
6427,ARODP5P1187FB40142,0,0,,Eddie Cano,Here is Fabulous Eddie Cano,Teach Me Tonight (Album Version),182.49098,98.501,0,0,100,48,0.079,173.273,-16.077,3,0.874,1,0.79,1,0,0,0.359129966,0.274197771,0
6428,AR7TTCH1187FB3F95C,34.60515,-98.38983,Lawton. OK,Leon Russell,Retrospective,Out In The Woods,218.51383,158.754,1976,0.702259767,100,47,0.401,206.408,-14.274,9,0.798,1,0.605,4,0.215,0,0.634226963,0.443708895,0.702259767
6429,ARSRFOY1187B9917DA,41.88415,-87.63241,Chicago. IL,Otis Taylor,White African,Hungry People,301.87057,84.56,2001,0.542084763,100,45,0.409,279.667,-10.432,0,0.808,1,0.559,7,0.747,0,0.590792957,0.394884438,0.542084763
6430,AR65K7A1187FB4DAA4,0,0,,Beyoncé,Crazy In Love,Krazy In Luv,254.98077,99.694,2003,0,100,28,2.757,249.789,-5.533,2,0.803,1,0.616,4,1,0,0.889460725,0.612067268,0
6431,ARKZJ301187FB521B2,0,0,London. England,Lily Allen Featuring Ours,22 (Vingt Deux),22 (Vingt Deux) (Feat. Ours),189.20444,130.939,2009,0,100,20,1.025,180.001,-4.713,10,0.059,0,0.053,4,0.415,0,0.676885931,0.535408379,0
6432,AR1ZKBE1187FB53629,0,0,Dorf. Germany,Kraftwerk,The Man Machine (2009 Digital Remaster),The Man Machine (2009 Digital Remaster),332.14649,89.346,0,0.368413733,100,62,0.258,322.943,-10.486,5,0.502,0,0.483,4,0.637,0,0.741518127,0.52041211,0.368413733
6433,ARON0YP1187FB4B465,40.71455,-74.00712,New York. NY,Fiona,Strictly The Best Vol. 40,Since I've Been Loving You,297.42975,170.238,0,0.375984302,100,30,0.078,292.508,-6.253,11,0.491,1,0.902,4,0.123,0,0.513467522,0.383677982,0.375984302
6434,ARG4KW31187FB51B7C,0,0,United Kingdom,Atomic Rooster,Heavy Soul,The Rock,269.71383,143.137,1971,0.750701198,100,44,0.165,260.278,-12.535,0,0.461,0,0.526,4,0.457,0,0.520757635,0.404566538,0.750701198
6435,ARGY9FW1187B991C7D,0,0,Minneapolis. MN,Information Society,Don't Be Afraid,Empty,512.78322,95.002,1997,0.265861049,100,47,2.664,505.655,-8.575,11,0.651,1,0.586,4,0.839,0,0.567510986,0.430897609,0.265861049
6436,AR0B1CH1187FB3A824,34.56398,-92.58685,Benton. Arkansas,Charlie Rich,The Complete Hi Recordings of Charlie Rich,Cold_ Cold Heart,174.18404,93.03,0,0,100,36,0.246,162.609,-13.353,0,0.285,1,0.64,4,0.806,0,0.582804694,0.448669074,0
6437,AR5OHUU1187FB55B10,0,0,,Peret,La Salsa De La Rumba,Tócale Las Palmas,179.69587,86.005,1973,0,100,49,0.195,169.314,-3.97,7,0.496,1,0.482,4,0.59,0,0.548738642,0.339611732,0
6438,ARDD9UN1187B98D3A7,31.84666,-91.657,Sicily Island. LA,Sonny Simmons,Staying on the Watch,Metamorphosis,699.03628,100.53,0,0,100,16,1.263,691.606,-10.179,1,0.66,1,0.583,3,0.568,0,0.428375417,0.317833879,0
6439,ARWGIOC1187FB4CBEF,37.16793,-95.84502,United States,Jim Chappell,Laughter At Dawn,Moonlight Boy,296.12363,69.147,0,0.594483379,100,30,0.525,275.4,-22.34,2,0.196,0,0.325,4,0.578,0,0.520204911,0.361509802,0.594483379
6440,ARWNTXK11EBCD7BBFB,0,0,,Alain-François,Alain-François,Minuit sur terre,294.42567,141.892,0,0,100,1,0.136,288.461,-7.627,5,0.918,1,0.661,3,0.392,0,0.380317056,0.300918429,0
6441,ARKQQZA12086C116FC,38.8991,-77.029,Washington DC,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,Nothin' On You [feat. Bruno Mars] (Album Version),269.63546,104.038,2010,1,100,15,5.283,258.461,-5.388,10,0.403,1,0.411,4,0.742,0,0.768223625,0.712534953,1
6442,ARZBYDY1187FB46DD7,42.54843,2.38596,Vernet les Bains,Cali,Magique,Betty Et Tommy (Instrumental),90.33098,75.25,0,0,100,35,0.978,83.836,-16.69,0,0.123,1,0.599,4,0.911,0,0.616884544,0.343844499,0
6443,ARWK5QH1187B9A9B7F,0,0,,Justin Timberlake,FutureSex/LoveSounds,Sexy Ladies,238.602,100.012,2006,0,100,11,0.073,232.38,-5.044,9,0,0,0,4,1,0,0.842636333,0.583530838,0
6444,ARFVYJI1187B9B8E13,47.60356,-122.32944,Seattle. WA,Pearl Jam,Riot Act,You Are,268.69506,94.916,2002,0.758095181,100,33,0.223,251.304,-8.053,10,0.197,1,0.215,4,0.543,0,0.81444811,0.60797181,0.758095181
6445,AR5MSL51187FB52E11,0,0,,ÄI-TIEM,Musik für taube Ohren,Äi Jo,100.70159,135.799,2003,0,100,14,0,90.006,-9.686,7,0.422,1,0.51,4,0.661,0,0.065327328,0,0
6446,AR4OHL91187B9B2EB9,0,0,,Angela Dimitriou,14 Megala Tragoudia - Angela Dimitriou,Fotia Sta Savvatovrada (Live),177.3971,132.076,0,0,100,3,0,173.941,-7.46,4,0.852,0,0.669,4,0,0,0.264713987,0,0
6447,ARWIN9D1187B98E544,0,0,,Jason & The Scorchers,EMI Years,19th Nervous Breakdown,227.49995,176.269,1998,0,100,40,0.171,212.753,-11.812,2,0.944,1,0.623,1,0,0,0.500510256,0.414783863,0
6448,ARV4KO21187FB38008,37.80506,-122.27302,Oakland. CA,Del The Funky Homosapien,Future Development,Why You Wanna Get Funky...,316.60363,83.646,1998,0.636287224,100,45,0.235,305.4,-8.039,6,0.788,1,0.519,4,0.647,0,0.732661132,0.458439468,0.636287224
6449,ARQVLQJ1187B98F11F,0,0,,Mau Mau,Made In Italy,Balon Combo,233.40363,195.874,1994,0.265861049,100,34,0,228.844,-7.106,7,0.353,1,0.549,3,0.62,0,0.439907658,0.311559176,0.265861049
6450,AR7AOEJ1187FB3D279,33.35303,-90.59005,Inverness. MS,Little Milton,Stax: The Soul Of Hip-Hop,Packed Up And Took My Mind,278.30812,141.609,1975,0,100,42,0,271.853,-11.062,7,0.583,0,0.663,4,0.407,0,0.579424108,0.386441097,0
6451,ARW0Z9V1187B9A0699,0,0,Westmoreland. Jamaica,Peter Tosh,Bush Doctor,Stand Firm (2002 Digital Remaster),371.1473,146.644,1978,0,100,21,0,359.108,-9.821,9,0.457,1,0.474,4,0.107,0,0.722733963,0.465492356,0
6452,ARROQSO1187B9AEB80,0,0,,Talking Heads,Speaking In Tongues [w/Bonus Tracks & Interactive Booklet],Two Note Swivel (Unfinished Outtake),348.78649,116.125,2005,0.629476733,100,25,0.09,335.25,-12.041,10,0.032,1,0.396,4,0.772,0,0.752318643,0.540157744,0.629476733
6453,AR08YJF1187B9B2D59,0,0,Florida,The Freedom,Nerosubianco Original Soundtrack,We Say No,189.3873,139.103,0,0,100,31,0.2,182.561,-7.779,2,0.202,1,0.273,4,0.55,0,0.529659331,0.313112032,0
6454,ARNWCYY11F4C83DDBE,0,0,,Movado,Riddim Driven: Dreaming,Dreaming,182.07302,184.012,0,0,100,16,0,176.454,-6.94,7,0.013,1,0.137,4,1,0,0.616509853,0.428791922,0
6455,AR5OHUU1187FB55B10,0,0,,Varios Artistas de Rumba,20 Mejores Rumbas Vol.1,Don Toribio,171.88526,113.862,0,0,100,49,2.554,167.178,-5.762,6,0.351,1,0.426,4,0.138,0,0.548738642,0.339611732,0
6456,AR8HQBB1187B99F7BB,41.70671,-73.92937,Poughkeepsie. New York / Pompano Beach. Florida,Shai Hulud,Misanthropy Pure,We Who Finish Last,188.29016,136.331,2008,0.693655624,100,16,0,184.744,-4.019,2,0.208,0,0.373,4,0,0,0.789707049,0.419398461,0.693655624
6457,ARNQAVF11F4C844C04,0,0,,Despina Vandi,Greatest Hits 2001-2009: Deluxe Edition,Gia,253.07383,130.022,0,0.706714939,100,41,0,230.818,-5.529,10,0.194,0,0.216,4,0.557,0,0.632559542,0.41168896,0.706714939
6458,ARMEYJD1187B9A4522,41.82387,-71.41199,Providence. RI,Daughters,Canada Songs,Jones From Indiana,64.9922,143.251,2003,0,100,40,0,64.992,-4.058,8,0.15,0,0.218,1,0,0,0.676869597,0.384133614,0
6459,ARIZODP1187B9AD272,54.89814,-1.53179,Washington. England,Bryan Ferry,Mamouna,Don't Want To Know (1999 Digital Remaster),247.11791,119.897,1994,0.487112195,100,11,0.628,236.071,-6.895,3,0.58,0,0.527,1,0,0,0.69480252,0.561830538,0.487112195
6460,AROGAPH1187B98CF9C,0,0,,Bénabar,Best of (Deluxe Version),La Pierrade,243.59138,143.143,2007,0.299877488,100,44,3.077,236.304,-12.5,0,0.625,1,0.584,4,0.362,0,0.609294155,0.373060493,0.299877488
6461,ARUTEVU1187B9ACAF9,34.05349,-118.24532,NORTH FORT MYERS. Florida,Lifehouse,No Name Face,Simon,360.95955,141.78,2000,0.664556227,100,16,5.103,345.53,-7.072,8,0.474,0,0.519,4,0.982,0,0.820072418,0.710879071,0.664556227
6462,ARIMJFK1187FB4ED3E,0,0,,Luke Vibert,Warp20 (Recreated),LFO [Original by LFO],347.8722,65.658,0,0.556835556,100,41,0.159,342.413,-5.388,8,0,1,0.085,1,0.367,0,0.632718261,0.436599339,0.556835556
6463,AR00LNI1187FB444A5,0,0,,Bruce BecVar,River of Gold,Your Heart Can Sing,257.93261,135.929,0,0.229144104,100,12,0.537,247.391,-14.374,9,0.542,1,0.607,4,0.587,0,0.471212607,0.340275507,0.229144104
6464,AROQWIB11F4C83E5DC,0,0,,Mario Piu,Communication,Communication,430.54975,137.981,0,0,100,12,0.251,423.654,-9.152,7,0.774,1,0.934,4,0,0,0.566508226,0.386426749,0
6465,AR63RWN1187FB3E89A,34.56039,-90.91387,Marvell. AR,Robert Lockwood_ Jr.,I Got To Find Me A Woman,Feel Like Blowing My Horn,274.70322,90.64,1998,0.253834736,100,15,0.392,266.292,-13.456,2,0.591,1,0.569,1,0,0,0.497942106,0.341073301,0.253834736
